twelvebitinput[12]	zeroes[4]
011011010001	0110
011011010010	0110
011011010011	0101
011011010100	0110
011011010101	0101
011011010110	0101
011011010111	0100
011011011000	0110
011011011001	0101
011011011010	0101
011011011011	0100
011011011100	0101
011011011101	0100
011011011110	0100
011011011111	0011
011011100000	0111
011011100001	0110
011011100010	0110
011011100011	0101
011011100100	0110
011011100101	0101
011011100110	0101
011011100111	0100
011011101000	0110
011011101001	0101
011011101010	0101
011011101011	0100
011011101100	0101
011011101101	0100
011011101110	0100
011011101111	0011
011011110000	0110
011011110001	0101
011011110010	0101
011011110011	0100
011011110100	0101
011011110101	0100
011011110110	0100
011011110111	0011
011011111000	0101
011011111001	0100
011011111010	0100
011011111011	0011
011011111100	0100
011011111101	0011
011011111110	0011
011011111111	0010
011100000000	1001
011100000001	1000
011100000010	1000
011100000011	0111
011100000100	1000
011100000101	0111
011100000110	0111
011100000111	0110
011100001000	1000
011100001001	0111
011100001010	0111
011100001011	0110
011100001100	0111
011100001101	0110
011100001110	0110
011100001111	0101
011100010000	1000
011100010001	0111
011100010010	0111
011100010011	0110
011100010100	0111
011100010101	0110
011100010110	0110
011100010111	0101
011100011000	0111
011100011001	0110
011100011010	0110
011100011011	0101
011100011100	0110
011100011101	0101
011100011110	0101
011100011111	0100
011100100000	1000
011100100001	0111
011100100010	0111
011100100011	0110
011100100100	0111
011100100101	0110
011100100110	0110
011100100111	0101
011100101000	0111
011100101001	0110
011100101010	0110
011100101011	0101
011100101100	0110
011100101101	0101
011100101110	0101
011100101111	0100
011100110000	0111
011100110001	0110
011100110010	0110
011100110011	0101
011100110100	0110
011100110101	0101
011100110110	0101
011100110111	0100
011100111000	0110
011100111001	0101
011100111010	0101
011100111011	0100
011100111100	0101
011100111101	0100
011100111110	0100
011100111111	0011
011101000000	1000
011101000001	0111
011101000010	0111
011101000011	0110
011101000100	0111
011101000101	0110
011101000110	0110
011101000111	0101
011101001000	0111
011101001001	0110
011101001010	0110
011101001011	0101
011101001100	0110
011101001101	0101
011101001110	0101
011101001111	0100
011101010000	0111
011101010001	0110
011101010010	0110
011101010011	0101
011101010100	0110
011101010101	0101
011101010110	0101
011101010111	0100
011101011000	0110
011101011001	0101
011101011010	0101
011101011011	0100
011101011100	0101
011101011101	0100
011101011110	0100
011101011111	0011
011101100000	0111
011101100001	0110
011101100010	0110
011101100011	0101
011101100100	0110
011101100101	0101
011101100110	0101
011101100111	0100
011101101000	0110
011101101001	0101
011101101010	0101
011101101011	0100
011101101100	0101
011101101101	0100
011101101110	0100
011101101111	0011
011101110000	0110
011101110001	0101
011101110010	0101
011101110011	0100
011101110100	0101
011101110101	0100
011101110110	0100
011101110111	0011
011101111000	0101
011101111001	0100
011101111010	0100
011101111011	0011
011101111100	0100
011101111101	0011
011101111110	0011
011101111111	0010
011110000000	1000
011110000001	0111
011110000010	0111
011110000011	0110
011110000100	0111
011110000101	0110
011110000110	0110
011110000111	0101
011110001000	0111
011110001001	0110
011110001010	0110
011110001011	0101
011110001100	0110
011110001101	0101
011110001110	0101
011110001111	0100
011110010000	0111
011110010001	0110
011110010010	0110
011110010011	0101
011110010100	0110
011110010101	0101
011110010110	0101
011110010111	0100
011110011000	0110
011110011001	0101
011110011010	0101
011110011011	0100
011110011100	0101
011110011101	0100
011110011110	0100
011110011111	0011
011110100000	0111
011110100001	0110
011110100010	0110
011110100011	0101
011110100100	0110
011110100101	0101
011110100110	0101
011110100111	0100
011110101000	0110
011110101001	0101
011110101010	0101
011110101011	0100
011110101100	0101
011110101101	0100
011110101110	0100
011110101111	0011
011110110000	0110
011110110001	0101
011110110010	0101
011110110011	0100
011110110100	0101
011110110101	0100
011110110110	0100
011110110111	0011
011110111000	0101
011110111001	0100
011110111010	0100
011110111011	0011
011110111100	0100
011110111101	0011
011110111110	0011
011110111111	0010
011111000000	0111
011111000001	0110
011111000010	0110
011111000011	0101
011111000100	0110
011111000101	0101
011111000110	0101
011111000111	0100
011111001000	0110
011111001001	0101
011111001010	0101
011111001011	0100
011111001100	0101
011111001101	0100
011111001110	0100
011111001111	0011
011111010000	0110
011111010001	0101
011111010010	0101
011111010011	0100
011111010100	0101
011111010101	0100
011111010110	0100
011111010111	0011
011111011000	0101
011111011001	0100
011111011010	0100
011111011011	0011
011111011100	0100
011111011101	0011
011111011110	0011
011111011111	0010
011111100000	0110
011111100001	0101
011111100010	0101
011111100011	0100
011111100100	0101
011111100101	0100
011111100110	0100
011111100111	0011
011111101000	0101
011111101001	0100
011111101010	0100
011111101011	0011
011111101100	0100
011111101101	0011
011111101110	0011
011111101111	0010
011111110000	0101
011111110001	0100
011111110010	0100
011111110011	0011
011111110100	0100
011111110101	0011
011111110110	0011
011111110111	0010
011111111000	0100
011111111001	0011
011111111010	0011
011111111011	0010
011111111100	0011
011111111101	0010
011111111110	0010
011111111111	0001
100000000000	1011
100000000001	1010
100000000010	1010
100000000011	1001
100000000100	1010
100000000101	1001
100000000110	1001
100000000111	1000
100000001000	1010
100000001001	1001
100000001010	1001
100000001011	1000
100000001100	1001
100000001101	1000
100000001110	1000
100000001111	0111
100000010000	1010
100000010001	1001
100000010010	1001
100000010011	1000
100000010100	1001
100000010101	1000
100000010110	1000
100000010111	0111
100000011000	1001
100000011001	1000
100000011010	1000
100000011011	0111
100000011100	1000
100000011101	0111
100000011110	0111
100000011111	0110
100000100000	1010
100000100001	1001
100000100010	1001
100000100011	1000
100000100100	1001
100000100101	1000
100000100110	1000
100000100111	0111
100000101000	1001
100000101001	1000
100000101010	1000
100000101011	0111
100000101100	1000
100000101101	0111
100000101110	0111
100000101111	0110
100000110000	1001
100000110001	1000
100000110010	1000
100000110011	0111
100000110100	1000
100000110101	0111
100000110110	0111
100000110111	0110
100000111000	1000
100000111001	0111
100000111010	0111
100000111011	0110
100000111100	0111
100000111101	0110
100000111110	0110
100000111111	0101
100001000000	1010
100001000001	1001
100001000010	1001
100001000011	1000
100001000100	1001
100001000101	1000
100001000110	1000
100001000111	0111
100001001000	1001
100001001001	1000
100001001010	1000
100001001011	0111
100001001100	1000
100001001101	0111
100001001110	0111
100001001111	0110
100001010000	1001
100001010001	1000
100001010010	1000
100001010011	0111
100001010100	1000
100001010101	0111
100001010110	0111
100001010111	0110
100001011000	1000
100001011001	0111
100001011010	0111
100001011011	0110
100001011100	0111
100001011101	0110
100001011110	0110
100001011111	0101
100001100000	1001
100001100001	1000
100001100010	1000
100001100011	0111
100001100100	1000
100001100101	0111
100001100110	0111
100001100111	0110
100001101000	1000
100001101001	0111
100001101010	0111
100001101011	0110
100001101100	0111
100001101101	0110
100001101110	0110
100001101111	0101
100001110000	1000
100001110001	0111
100001110010	0111
100001110011	0110
100001110100	0111
100001110101	0110
100001110110	0110
100001110111	0101
100001111000	0111
100001111001	0110
100001111010	0110
100001111011	0101
100001111100	0110
100001111101	0101
100001111110	0101
100001111111	0100
100010000000	1010
100010000001	1001
100010000010	1001
100010000011	1000
100010000100	1001
100010000101	1000
100010000110	1000
100010000111	0111
100010001000	1001
100010001001	1000
100010001010	1000
100010001011	0111
100010001100	1000
100010001101	0111
100010001110	0111
100010001111	0110
100010010000	1001
100010010001	1000
100010010010	1000
100010010011	0111
100010010100	1000
100010010101	0111
100010010110	0111
100010010111	0110
100010011000	1000
100010011001	0111
100010011010	0111
100010011011	0110
100010011100	0111
100010011101	0110
100010011110	0110
100010011111	0101
100010100000	1001
100010100001	1000
100010100010	1000
100010100011	0111
100010100100	1000
100010100101	0111
100010100110	0111
100010100111	0110
100010101000	1000
100010101001	0111
100010101010	0111
100010101011	0110
100010101100	0111
100010101101	0110
100010101110	0110
100010101111	0101
100010110000	1000
100010110001	0111
100010110010	0111
100010110011	0110
100010110100	0111
100010110101	0110
100010110110	0110
100010110111	0101
100010111000	0111
100010111001	0110
100010111010	0110
100010111011	0101
100010111100	0110
100010111101	0101
100010111110	0101
100010111111	0100
100011000000	1001
100011000001	1000
100011000010	1000
100011000011	0111
100011000100	1000
100011000101	0111
100011000110	0111
100011000111	0110
100011001000	1000
100011001001	0111
100011001010	0111
100011001011	0110
100011001100	0111
100011001101	0110
100011001110	0110
100011001111	0101
100011010000	1000
100011010001	0111
100011010010	0111
100011010011	0110
100011010100	0111
100011010101	0110
100011010110	0110
100011010111	0101
100011011000	0111
100011011001	0110
100011011010	0110
100011011011	0101
100011011100	0110
100011011101	0101
100011011110	0101
100011011111	0100
100011100000	1000
100011100001	0111
100011100010	0111
100011100011	0110
100011100100	0111
100011100101	0110
100011100110	0110
100011100111	0101
100011101000	0111
100011101001	0110
100011101010	0110
100011101011	0101
100011101100	0110
100011101101	0101
100011101110	0101
100011101111	0100
100011110000	0111
100011110001	0110
100011110010	0110
100011110011	0101
100011110100	0110
100011110101	0101
100011110110	0101
100011110111	0100
100011111000	0110
100011111001	0101
100011111010	0101
100011111011	0100
100011111100	0101
100011111101	0100
100011111110	0100
100011111111	0011
100100000000	1010
100100000001	1001
100100000010	1001
100100000011	1000
100100000100	1001
100100000101	1000
100100000110	1000
100100000111	0111
100100001000	1001
100100001001	1000
100100001010	1000
100100001011	0111
100100001100	1000
100100001101	0111
100100001110	0111
100100001111	0110
100100010000	1001
100100010001	1000
100100010010	1000
100100010011	0111
100100010100	1000
100100010101	0111
100100010110	0111
100100010111	0110
100100011000	1000
100100011001	0111
100100011010	0111
100100011011	0110
100100011100	0111
100100011101	0110
100100011110	0110
100100011111	0101
100100100000	1001
100100100001	1000
100100100010	1000
100100100011	0111
100100100100	1000
100100100101	0111
100100100110	0111
100100100111	0110
100100101000	1000
100100101001	0111
100100101010	0111
100100101011	0110
100100101100	0111
100100101101	0110
100100101110	0110
100100101111	0101
100100110000	1000
100100110001	0111
100100110010	0111
100100110011	0110
100100110100	0111
100100110101	0110
100100110110	0110
100100110111	0101
100100111000	0111
100100111001	0110
100100111010	0110
100100111011	0101
100100111100	0110
100100111101	0101
100100111110	0101
100100111111	0100
100101000000	1001
100101000001	1000
100101000010	1000
100101000011	0111
100101000100	1000
100101000101	0111
100101000110	0111
100101000111	0110
100101001000	1000
100101001001	0111
100101001010	0111
100101001011	0110
100101001100	0111
100101001101	0110
100101001110	0110
100101001111	0101
100101010000	1000
100101010001	0111
100101010010	0111
100101010011	0110
100101010100	0111
100101010101	0110
100101010110	0110
100101010111	0101
100101011000	0111
100101011001	0110
100101011010	0110
100101011011	0101
100101011100	0110
100101011101	0101
100101011110	0101
100101011111	0100
100101100000	1000
100101100001	0111
100101100010	0111
100101100011	0110
100101100100	0111
100101100101	0110
100101100110	0110
100101100111	0101
100101101000	0111
100101101001	0110
100101101010	0110
100101101011	0101
100101101100	0110
100101101101	0101
100101101110	0101
100101101111	0100
100101110000	0111
100101110001	0110
100101110010	0110
100101110011	0101
100101110100	0110
100101110101	0101
100101110110	0101
100101110111	0100
100101111000	0110
100101111001	0101
100101111010	0101
100101111011	0100
100101111100	0101
100101111101	0100
100101111110	0100
100101111111	0011
100110000000	1001
100110000001	1000
100110000010	1000
100110000011	0111
100110000100	1000
100110000101	0111
100110000110	0111
100110000111	0110
100110001000	1000
100110001001	0111
100110001010	0111
100110001011	0110
100110001100	0111
100110001101	0110
100110001110	0110
100110001111	0101
100110010000	1000
100110010001	0111
100110010010	0111
100110010011	0110
100110010100	0111
100110010101	0110
100110010110	0110
100110010111	0101
100110011000	0111
100110011001	0110
100110011010	0110
100110011011	0101
100110011100	0110
100110011101	0101
100110011110	0101
100110011111	0100
100110100000	1000
100110100001	0111
100110100010	0111
100110100011	0110
100110100100	0111
100110100101	0110
100110100110	0110
100110100111	0101
100110101000	0111
100110101001	0110
100110101010	0110
100110101011	0101
100110101100	0110
100110101101	0101
100110101110	0101
100110101111	0100
100110110000	0111
100110110001	0110
100110110010	0110
100110110011	0101
100110110100	0110
100110110101	0101
100110110110	0101
100110110111	0100
100110111000	0110
100110111001	0101
100110111010	0101
100110111011	0100
100110111100	0101
100110111101	0100
100110111110	0100
100110111111	0011
100111000000	1000
100111000001	0111
100111000010	0111
100111000011	0110
100111000100	0111
100111000101	0110
100111000110	0110
100111000111	0101
100111001000	0111
100111001001	0110
100111001010	0110
100111001011	0101
100111001100	0110
100111001101	0101
100111001110	0101
100111001111	0100
100111010000	0111
100111010001	0110
100111010010	0110
100111010011	0101
100111010100	0110
100111010101	0101
100111010110	0101
100111010111	0100
100111011000	0110
100111011001	0101
100111011010	0101
100111011011	0100
100111011100	0101
100111011101	0100
100111011110	0100
100111011111	0011
100111100000	0111
100111100001	0110
100111100010	0110
100111100011	0101
100111100100	0110
100111100101	0101
100111100110	0101
100111100111	0100
100111101000	0110
100111101001	0101
100111101010	0101
100111101011	0100
100111101100	0101
100111101101	0100
100111101110	0100
100111101111	0011
100111110000	0110
100111110001	0101
100111110010	0101
100111110011	0100
100111110100	0101
100111110101	0100
100111110110	0100
100111110111	0011
100111111000	0101
100111111001	0100
100111111010	0100
100111111011	0011
100111111100	0100
100111111101	0011
100111111110	0011
100111111111	0010
101000000000	1010
101000000001	1001
101000000010	1001
101000000011	1000
101000000100	1001
101000000101	1000
101000000110	1000
101000000111	0111
101000001000	1001
101000001001	1000
101000001010	1000
101000001011	0111
101000001100	1000
101000001101	0111
101000001110	0111
101000001111	0110
101000010000	1001
101000010001	1000
101000010010	1000
101000010011	0111
101000010100	1000
101000010101	0111
101000010110	0111
101000010111	0110
101000011000	1000
101000011001	0111
101000011010	0111
101000011011	0110
101000011100	0111
101000011101	0110
101000011110	0110
101000011111	0101
101000100000	1001
101000100001	1000
101000100010	1000
101000100011	0111
101000100100	1000
101000100101	0111
101000100110	0111
101000100111	0110
101000101000	1000
101000101001	0111
101000101010	0111
101000101011	0110
101000101100	0111
101000101101	0110
101000101110	0110
101000101111	0101
101000110000	1000
101000110001	0111
101000110010	0111
101000110011	0110
101000110100	0111
101000110101	0110
101000110110	0110
101000110111	0101
101000111000	0111
101000111001	0110
101000111010	0110
101000111011	0101
101000111100	0110
101000111101	0101
101000111110	0101
101000111111	0100
101001000000	1001
101001000001	1000
101001000010	1000
101001000011	0111
101001000100	1000
101001000101	0111
101001000110	0111
101001000111	0110
101001001000	1000
101001001001	0111
101001001010	0111
101001001011	0110
101001001100	0111
101001001101	0110
101001001110	0110
101001001111	0101
101001010000	1000
101001010001	0111
101001010010	0111
101001010011	0110
101001010100	0111
101001010101	0110
101001010110	0110
101001010111	0101
101001011000	0111
101001011001	0110
101001011010	0110
101001011011	0101
101001011100	0110
101001011101	0101
101001011110	0101
101001011111	0100
101001100000	1000
101001100001	0111
101001100010	0111
101001100011	0110
101001100100	0111
101001100101	0110
101001100110	0110
101001100111	0101
101001101000	0111
101001101001	0110
101001101010	0110
101001101011	0101
101001101100	0110
101001101101	0101
101001101110	0101
101001101111	0100
101001110000	0111
101001110001	0110
101001110010	0110
101001110011	0101
101001110100	0110
101001110101	0101
101001110110	0101
101001110111	0100
101001111000	0110
101001111001	0101
101001111010	0101
101001111011	0100
101001111100	0101
101001111101	0100
101001111110	0100
101001111111	0011
101010000000	1001
101010000001	1000
101010000010	1000
101010000011	0111
101010000100	1000
101010000101	0111
101010000110	0111
101010000111	0110
101010001000	1000
101010001001	0111
101010001010	0111
101010001011	0110
101010001100	0111
101010001101	0110
101010001110	0110
101010001111	0101
101010010000	1000
101010010001	0111
101010010010	0111
101010010011	0110
101010010100	0111
101010010101	0110
101010010110	0110
101010010111	0101
101010011000	0111
101010011001	0110
101010011010	0110
101010011011	0101
101010011100	0110
101010011101	0101
101010011110	0101
101010011111	0100
101010100000	1000
101010100001	0111
101010100010	0111
101010100011	0110
101010100100	0111
101010100101	0110
101010100110	0110
101010100111	0101
101010101000	0111
101010101001	0110
101010101010	0110
101010101011	0101
101010101100	0110
101010101101	0101
101010101110	0101
101010101111	0100
101010110000	0111
101010110001	0110
101010110010	0110
101010110011	0101
101010110100	0110
101010110101	0101
101010110110	0101
101010110111	0100
101010111000	0110
101010111001	0101
101010111010	0101
101010111011	0100
101010111100	0101
101010111101	0100
101010111110	0100
101010111111	0011
101011000000	1000
101011000001	0111
101011000010	0111
101011000011	0110
101011000100	0111
101011000101	0110
101011000110	0110
101011000111	0101
101011001000	0111
101011001001	0110
101011001010	0110
101011001011	0101
101011001100	0110
101011001101	0101
101011001110	0101
101011001111	0100
101011010000	0111
101011010001	0110
101011010010	0110
101011010011	0101
101011010100	0110
101011010101	0101
101011010110	0101
101011010111	0100
101011011000	0110
101011011001	0101
101011011010	0101
101011011011	0100
101011011100	0101
101011011101	0100
101011011110	0100
101011011111	0011
101011100000	0111
101011100001	0110
101011100010	0110
101011100011	0101
101011100100	0110
101011100101	0101
101011100110	0101
101011100111	0100
101011101000	0110
101011101001	0101
101011101010	0101
101011101011	0100
101011101100	0101
101011101101	0100
101011101110	0100
101011101111	0011
101011110000	0110
101011110001	0101
101011110010	0101
101011110011	0100
101011110100	0101
101011110101	0100
101011110110	0100
101011110111	0011
101011111000	0101
101011111001	0100
101011111010	0100
101011111011	0011
101011111100	0100
101011111101	0011
101011111110	0011
101011111111	0010
101100000000	1001
101100000001	1000
101100000010	1000
101100000011	0111
101100000100	1000
101100000101	0111
101100000110	0111
101100000111	0110
101100001000	1000
101100001001	0111
101100001010	0111
101100001011	0110
101100001100	0111
101100001101	0110
101100001110	0110
101100001111	0101
101100010000	1000
101100010001	0111
101100010010	0111
101100010011	0110
101100010100	0111
101100010101	0110
101100010110	0110
101100010111	0101
101100011000	0111
101100011001	0110
101100011010	0110
101100011011	0101
101100011100	0110
101100011101	0101
101100011110	0101
101100011111	0100
101100100000	1000
101100100001	0111
101100100010	0111
101100100011	0110
101100100100	0111
101100100101	0110
101100100110	0110
101100100111	0101
101100101000	0111
101100101001	0110
101100101010	0110
101100101011	0101
101100101100	0110
101100101101	0101
101100101110	0101
101100101111	0100
101100110000	0111
101100110001	0110
101100110010	0110
101100110011	0101
101100110100	0110
101100110101	0101
101100110110	0101
101100110111	0100
101100111000	0110
101100111001	0101
101100111010	0101
101100111011	0100
101100111100	0101
101100111101	0100
101100111110	0100
101100111111	0011
101101000000	1000
101101000001	0111
101101000010	0111
101101000011	0110
101101000100	0111
101101000101	0110
101101000110	0110
101101000111	0101
101101001000	0111
101101001001	0110
101101001010	0110
101101001011	0101
101101001100	0110
101101001101	0101
101101001110	0101
101101001111	0100
101101010000	0111
101101010001	0110
101101010010	0110
101101010011	0101
101101010100	0110
101101010101	0101
101101010110	0101
101101010111	0100
101101011000	0110
101101011001	0101
101101011010	0101
101101011011	0100
101101011100	0101
101101011101	0100
101101011110	0100
101101011111	0011
101101100000	0111
101101100001	0110
101101100010	0110
101101100011	0101
101101100100	0110
101101100101	0101
101101100110	0101
101101100111	0100
101101101000	0110
101101101001	0101
101101101010	0101
101101101011	0100
101101101100	0101
101101101101	0100
101101101110	0100
101101101111	0011
101101110000	0110
101101110001	0101
101101110010	0101
101101110011	0100
101101110100	0101
101101110101	0100
101101110110	0100
101101110111	0011
101101111000	0101
101101111001	0100
101101111010	0100
101101111011	0011
101101111100	0100
101101111101	0011
101101111110	0011
101101111111	0010
101110000000	1000
101110000001	0111
101110000010	0111
101110000011	0110
101110000100	0111
101110000101	0110
101110000110	0110
101110000111	0101
101110001000	0111
101110001001	0110
101110001010	0110
101110001011	0101
101110001100	0110
101110001101	0101
101110001110	0101
101110001111	0100
101110010000	0111
101110010001	0110
101110010010	0110
101110010011	0101
101110010100	0110
101110010101	0101
101110010110	0101
101110010111	0100
101110011000	0110
101110011001	0101
101110011010	0101
101110011011	0100
101110011100	0101
101110011101	0100
101110011110	0100
101110011111	0011
101110100000	0111
101110100001	0110
101110100010	0110
101110100011	0101
101110100100	0110
101110100101	0101
101110100110	0101
101110100111	0100
101110101000	0110
101110101001	0101
101110101010	0101
101110101011	0100
101110101100	0101
101110101101	0100
101110101110	0100
101110101111	0011
101110110000	0110
101110110001	0101
101110110010	0101
101110110011	0100
101110110100	0101
101110110101	0100
101110110110	0100
101110110111	0011
101110111000	0101
101110111001	0100
101110111010	0100
101110111011	0011
101110111100	0100
101110111101	0011
101110111110	0011
101110111111	0010
101111000000	0111
101111000001	0110
101111000010	0110
101111000011	0101
101111000100	0110
101111000101	0101
101111000110	0101
101111000111	0100
101111001000	0110
101111001001	0101
101111001010	0101
101111001011	0100
101111001100	0101
101111001101	0100
101111001110	0100
101111001111	0011
101111010000	0110
101111010001	0101
101111010010	0101
101111010011	0100
101111010100	0101
101111010101	0100
101111010110	0100
101111010111	0011
101111011000	0101
101111011001	0100
101111011010	0100
101111011011	0011
101111011100	0100
101111011101	0011
101111011110	0011
101111011111	0010
101111100000	0110
101111100001	0101
101111100010	0101
101111100011	0100
101111100100	0101
101111100101	0100
101111100110	0100
101111100111	0011
101111101000	0101
101111101001	0100
101111101010	0100
101111101011	0011
101111101100	0100
101111101101	0011
101111101110	0011
101111101111	0010
101111110000	0101
101111110001	0100
101111110010	0100
101111110011	0011
101111110100	0100
101111110101	0011
101111110110	0011
101111110111	0010
101111111000	0100
101111111001	0011
101111111010	0011
101111111011	0010
101111111100	0011
101111111101	0010
101111111110	0010
101111111111	0001
110000000000	1010
110000000001	1001
110000000010	1001
110000000011	1000
110000000100	1001
110000000101	1000
110000000110	1000
110000000111	0111
110000001000	1001
110000001001	1000
110000001010	1000
110000001011	0111
110000001100	1000
110000001101	0111
110000001110	0111
110000001111	0110
110000010000	1001
110000010001	1000
110000010010	1000
110000010011	0111
110000010100	1000
110000010101	0111
110000010110	0111
110000010111	0110
110000011000	1000
110000011001	0111
110000011010	0111
110000011011	0110
110000011100	0111
110000011101	0110
110000011110	0110
110000011111	0101
110000100000	1001
110000100001	1000
110000100010	1000
110000100011	0111
110000100100	1000
110000100101	0111
110000100110	0111
110000100111	0110
110000101000	1000
110000101001	0111
110000101010	0111
110000101011	0110
110000101100	0111
110000101101	0110
110000101110	0110
110000101111	0101
110000110000	1000
110000110001	0111
110000110010	0111
110000110011	0110
110000110100	0111
110000110101	0110
110000110110	0110
110000110111	0101
110000111000	0111
110000111001	0110
110000111010	0110
110000111011	0101
110000111100	0110
110000111101	0101
110000111110	0101
110000111111	0100
110001000000	1001
110001000001	1000
110001000010	1000
110001000011	0111
110001000100	1000
110001000101	0111
110001000110	0111
110001000111	0110
110001001000	1000
110001001001	0111
110001001010	0111
110001001011	0110
110001001100	0111
110001001101	0110
110001001110	0110
110001001111	0101
110001010000	1000
110001010001	0111
110001010010	0111
110001010011	0110
110001010100	0111
110001010101	0110
110001010110	0110
110001010111	0101
110001011000	0111
110001011001	0110
110001011010	0110
110001011011	0101
110001011100	0110
110001011101	0101
110001011110	0101
110001011111	0100
110001100000	1000
110001100001	0111
110001100010	0111
110001100011	0110
110001100100	0111
110001100101	0110
110001100110	0110
110001100111	0101
110001101000	0111
110001101001	0110
110001101010	0110
110001101011	0101
110001101100	0110
110001101101	0101
110001101110	0101
110001101111	0100
110001110000	0111
110001110001	0110
110001110010	0110
110001110011	0101
110001110100	0110
110001110101	0101
110001110110	0101
110001110111	0100
110001111000	0110
110001111001	0101
110001111010	0101
110001111011	0100
110001111100	0101
110001111101	0100
110001111110	0100
110001111111	0011
110010000000	1001
110010000001	1000
110010000010	1000
110010000011	0111
110010000100	1000
110010000101	0111
110010000110	0111
110010000111	0110
110010001000	1000
110010001001	0111
110010001010	0111
110010001011	0110
110010001100	0111
110010001101	0110
110010001110	0110
110010001111	0101
110010010000	1000
110010010001	0111
110010010010	0111
110010010011	0110
110010010100	0111
110010010101	0110
110010010110	0110
110010010111	0101
110010011000	0111
110010011001	0110
110010011010	0110
110010011011	0101
110010011100	0110
110010011101	0101
110010011110	0101
110010011111	0100
110010100000	1000
110010100001	0111
110010100010	0111
110010100011	0110
110010100100	0111
110010100101	0110
110010100110	0110
110010100111	0101
110010101000	0111
110010101001	0110
110010101010	0110
110010101011	0101
110010101100	0110
110010101101	0101
110010101110	0101
110010101111	0100
110010110000	0111
110010110001	0110
110010110010	0110
110010110011	0101
110010110100	0110
110010110101	0101
110010110110	0101
110010110111	0100
110010111000	0110
110010111001	0101
110010111010	0101
110010111011	0100
110010111100	0101
110010111101	0100
110010111110	0100
110010111111	0011
110011000000	1000
110011000001	0111
110011000010	0111
110011000011	0110
110011000100	0111
110011000101	0110
110011000110	0110
110011000111	0101
110011001000	0111
110011001001	0110
110011001010	0110
110011001011	0101
110011001100	0110
110011001101	0101
110011001110	0101
110011001111	0100
110011010000	0111
110011010001	0110
110011010010	0110
110011010011	0101
110011010100	0110
110011010101	0101
110011010110	0101
110011010111	0100
110011011000	0110
110011011001	0101
110011011010	0101
110011011011	0100
110011011100	0101
110011011101	0100
110011011110	0100
110011011111	0011
110011100000	0111
110011100001	0110
110011100010	0110
110011100011	0101
110011100100	0110
110011100101	0101
110011100110	0101
110011100111	0100
110011101000	0110
110011101001	0101
110011101010	0101
110011101011	0100
110011101100	0101
110011101101	0100
110011101110	0100
110011101111	0011
110011110000	0110
110011110001	0101
110011110010	0101
110011110011	0100
110011110100	0101
110011110101	0100
110011110110	0100
110011110111	0011
110011111000	0101
110011111001	0100
110011111010	0100
110011111011	0011
110011111100	0100
110011111101	0011
110011111110	0011
110011111111	0010
110100000000	1001
110100000001	1000
110100000010	1000
110100000011	0111
110100000100	1000
110100000101	0111
110100000110	0111
110100000111	0110
110100001000	1000
110100001001	0111
110100001010	0111
110100001011	0110
110100001100	0111
110100001101	0110
110100001110	0110
110100001111	0101
110100010000	1000
110100010001	0111
110100010010	0111
110100010011	0110
110100010100	0111
110100010101	0110
110100010110	0110
110100010111	0101
110100011000	0111
110100011001	0110
110100011010	0110
110100011011	0101
110100011100	0110
110100011101	0101
110100011110	0101
110100011111	0100
110100100000	1000
110100100001	0111
110100100010	0111
110100100011	0110
110100100100	0111
110100100101	0110
110100100110	0110
110100100111	0101
110100101000	0111
110100101001	0110
110100101010	0110
110100101011	0101
110100101100	0110
110100101101	0101
110100101110	0101
110100101111	0100
110100110000	0111
110100110001	0110
110100110010	0110
110100110011	0101
110100110100	0110
110100110101	0101
110100110110	0101
110100110111	0100
110100111000	0110
110100111001	0101
110100111010	0101
110100111011	0100
110100111100	0101
110100111101	0100
110100111110	0100
110100111111	0011
110101000000	1000
110101000001	0111
110101000010	0111
110101000011	0110
110101000100	0111
110101000101	0110
110101000110	0110
110101000111	0101
110101001000	0111
110101001001	0110
110101001010	0110
110101001011	0101
110101001100	0110
110101001101	0101
110101001110	0101
110101001111	0100
110101010000	0111
110101010001	0110
110101010010	0110
110101010011	0101
110101010100	0110
110101010101	0101
110101010110	0101
110101010111	0100
110101011000	0110
110101011001	0101
110101011010	0101
110101011011	0100
110101011100	0101
110101011101	0100
110101011110	0100
110101011111	0011
110101100000	0111
110101100001	0110
110101100010	0110
110101100011	0101
110101100100	0110
110101100101	0101
110101100110	0101
110101100111	0100
110101101000	0110
110101101001	0101
110101101010	0101
110101101011	0100
110101101100	0101
110101101101	0100
110101101110	0100
110101101111	0011
110101110000	0110
110101110001	0101
110101110010	0101
110101110011	0100
110101110100	0101
110101110101	0100
110101110110	0100
110101110111	0011
110101111000	0101
110101111001	0100
110101111010	0100
110101111011	0011
110101111100	0100
110101111101	0011
110101111110	0011
110101111111	0010
110110000000	1000
110110000001	0111
110110000010	0111
110110000011	0110
110110000100	0111
110110000101	0110
110110000110	0110
110110000111	0101
110110001000	0111
110110001001	0110
110110001010	0110
110110001011	0101
110110001100	0110
110110001101	0101
110110001110	0101
110110001111	0100
110110010000	0111
110110010001	0110
110110010010	0110
110110010011	0101
110110010100	0110
110110010101	0101
110110010110	0101
110110010111	0100
110110011000	0110
110110011001	0101
110110011010	0101
110110011011	0100
110110011100	0101
110110011101	0100
110110011110	0100
110110011111	0011
110110100000	0111
110110100001	0110
110110100010	0110
110110100011	0101
